200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,

# *****************************
# 28.5 deg 20% humidity, channel 3
# 91 06 11 D1 48
# SYNC
500,9000,
# 91
500,4000,500,2000,500,2000,500,4000, 500,2000,500,2000,500,2000,500,4000,
# 06
500,2000,500,2000,500,2000,500,2000, 500,2000,500,4000,500,4000,500,2000,
# 11
500,2000,500,2000,500,2000,500,4000, 500,2000,500,2000,500,2000,500,4000,
# D1
500,4000,500,2000,500,4000,500,4000, 500,2000,500,2000,500,2000,500,4000,
# 48
500,2000,500,4000,500,2000,500,2000, 500,4000,500,2000,500,2000,500,2000,

# 32 * 32ms blocks --> 1.024s
# 32ms overall - 1.6ms per line
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,

# 32ms overall - 1.6ms per line
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,

# 32ms overall - 1.6ms per line
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,

# 32ms overall - 1.6ms per line
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
200, 200,200, 200,200, 200,200, 200, 200, 200,200, 200,200, 200,200, 200,
